859	1933
5306	1741
2664	1528
5716	1426
6306	1394
3805	1386
2557	1371
4898	1345
5736	1289
403	1280
6066	1263
2650	1244
2399	1176
1289	1104
5467	1095
133	1094
6148	1093
154	1092
5046	1080
1602	1079
2548	1066
6313	1055
1127	1045
4366	1042
3495	1029
2449	1014
2971	987
5516	978
1347	971
2603	966
545	938
2016	922
2959	920
4454	878
3950	857
4726	853
2397	809
6166	800
522	754
4441	736
5002	718
4395	717
533	711
1265	705
3994	703
5121	668
1582	658
4704	643
854	641
4650	638
1892	620
2040	619
3889	610
824	607
5978	590
3757	589
5525	585
4978	581
4289	581
2658	550
5768	542
1805	541
3035	539
1165	539
491	537
875	532
6300	529
5931	526
3363	526
3712	522
5776	516
5294	512
5540	511
340	502
3918	497
1657	494
3066	489
1587	489
4155	488
4415	484
4860	482
1959	482
2666	465
867	460
5388	457
3329	452
5762	451
3594	449
424	446
2728	445
6316	444
505	444
2811	442
3750	439
3530	439
2184	439
3055	436
649	435
4935	432
3765	429
5013	428
3245	425
3989	424
4045	423
595	423
4318	421
5874	420
2544	416
5310	415
3135	414
2031	411
274	410
155	410
5970	407
3691	398
4240	397
3868	395
3624	395
3233	395
6216	393
2506	393
1818	393
2297	392
3986	389
5705	387
3949	384
4228	382
4398	381
5099	380
5535	379
4839	377
1383	376
3208	372
5146	366
2430	365
2354	359
500	359
1365	356
5308	355
323	352
6084	350
5732	349
5485	347
337	344
2558	342
1062	337
3188	335
2466	334
2842	333
1551	333
920	333
2931	332
2689	330
4759	329
1773	329
1369	329
3231	324
4088	321
1739	319
1634	318
3995	316
3601	316
6140	315
3836	315
4647	311
2273	304
1535	304
2958	302
1299	302
508	301
4132	300
5778	299
3388	299
4427	298
3724	296
2124	296
1908	296
5309	294
2423	292
4125	289
3015	286
5446	284
4024	283
3829	282
3059	282
5999	281
1718	281
710	281
4481	280
1402	280
6141	279
5021	279
6160	277
2438	277
284	277
16	275
4805	273
2123	271
4607	270
2824	268
2203	266
3359	265
516	264
2799	263
2069	263
1084	263
2218	262
2096	262
1385	261
172	261
2503	260
3302	259
6351	258
921	258
3319	257
2422	257
6241	254
2614	254
5795	253
5110	253
4599	253
1155	253
3956	252
5524	251
2960	251
1319	250
1077	246
874	246
6291	244
5899	244
5250	244
4087	243
6402	242
3470	242
2052	242
4731	241
4261	239
3296	239
5800	238
5555	238
472	238
1503	236
478	236
2582	235
1097	235
650	235
6273	234
1063	234
5707	233
1381	233
1594	232
1011	231
4661	230
6056	229
6341	228
5849	228
5165	228
4804	228
4417	228
1467	228
3023	225
328	225
5834	224
3250	222
2142	222
3419	221
2502	221
6432	220
4589	218
3373	218
3008	217
5583	216
5722	215
5034	214
2588	214
831	213
5760	212
2760	212
1876	211
1197	211
6006	210
4188	210
991	210
3134	209
3705	208
3662	208
2613	208
1397	208
6206	206
5317	206
3347	206
3294	206
1891	206
1177	206
361	206
3984	205
6208	204
5868	204
5159	204
1407	203
6227	201
1787	201
1188	201
5118	200
3515	200
3187	200
1196	200
3360	199
5375	198
895	197
6196	196
269	196
2819	195
2199	195
837	195
6099	193
66	192
5775	191
2496	191
1887	191
5164	190
2726	190
1412	190
6072	189
3822	189
2592	189
3415	188
3331	188
4754	187
3122	187
1962	187
188	187
10	187
2731	186
4959	185
2295	185
514	185
4353	184
4252	184
3211	184
5942	183
4682	183
1118	183
5119	182
2083	182
1356	182
3136	181
3132	181
1224	181
3716	180
1599	180
731	179
5547	178
1847	178
767	177
5973	176
5706	176
4090	176
3031	176
6003	175
5088	175
5066	175
4741	175
381	175
970	173
6228	172
4563	172
2764	172
3606	171
1449	171
592	171
528	171
208	171
1231	170
5616	169
5280	169
4274	169
3806	169
1496	169
183	169
5017	167
2237	167
1622	167
5622	166
5498	166
5401	166
108	166
5692	165
6283	164
5960	164
5497	164
5458	164
3544	164
3406	164
4197	163
576	163
4707	162
4591	162
4322	162
2119	162
5696	161
3212	161
6000	159
1480	159
5358	158
3865	158
3726	158
6019	157
3619	157
2800	157
387	157
5574	156
4875	156
3120	156
6155	154
5587	153
1750	153
1273	153
6438	152
2328	152
2028	152
1029	152
638	152
247	152
191	152
5763	151
5127	151
4074	151
1696	151
4888	150
4383	150
1613	150
672	150
6275	149
4325	149
3636	149
2669	149
1571	149
6229	148
4705	148
3955	148
3279	148
5106	147
3440	147
2894	147
1689	147
5072	146
4685	146
4603	146
5817	145
4733	145
4282	145
4239	145
3410	145
3100	145
2896	145
3020	144
2235	144
1191	144
4453	143
3143	143
2723	143
1677	143
1649	143
6079	142
5986	142
5840	142
3959	142
3525	142
3507	142
2670	142
2331	142
2238	142
876	142
4976	141
3307	141
2881	141
5477	140
4593	140
4302	140
3334	140
1195	140
666	140
6353	139
4800	139
3576	139
1088	139
195	139
132	139
5193	138
4758	138
2051	138
1794	138
1116	138
544	138
6012	137
4204	137
1425	137
967	137
339	137
6075	136
5576	136
4929	136
2672	136
1189	136
6031	135
3625	135
3264	135
2504	135
6146	134
4473	134
4438	134
2623	134
2494	134
5500	133
3081	133
3045	133
419	133
5480	132
4621	132
2693	131
1469	131
5440	130
4576	130
4247	130
3506	130
1988	130
1748	130
1247	130
2577	129
1206	129
6418	128
6235	128
5935	128
4966	128
3216	128
1727	128
325	128
189	128
111	128
5647	127
5019	127
3532	127
1958	127
561	127
185	127
5613	126
1991	126
1910	126
1175	126
1045	126
759	126
4925	125
3618	125
3176	125
856	125
748	125
612	125
6219	124
4997	124
3220	124
2602	124
5664	123
5386	123
3903	123
2639	123
2212	123
1989	123
278	123
4781	122
4069	122
3407	122
3272	122
2	122
4080	121
3173	121
6441	120
4881	120
4321	120
3974	120
3520	120
3080	120
2499	120
853	120
714	120
197	120
148	120
5214	119
4309	119
3469	119
3356	119
1194	119
128	119
6038	118
4527	118
3354	118
3210	118
2919	118
2316	118
1992	118
228	118
99	118
6095	117
3097	117
2046	117
2045	117
5830	116
4641	116
1937	116
453	116
5925	115
5615	115
5504	114
4542	114
1957	114
1350	114
1071	114
578	114
6269	113
5105	113
3770	113
4400	112
4210	112
2667	112
5792	111
5096	111
4262	111
3960	111
3670	111
1065	111
5685	110
5412	110
5125	110
4908	110
4064	110
3935	110
3802	110
1676	110
1567	110
1498	110
5791	109
5073	109
5030	109
1616	109
994	109
521	109
5548	108
5332	108
4653	108
4306	108
4072	108
3870	108
2248	108
1082	108
5321	107
3832	107
3774	107
1735	107
6374	106
6367	106
5546	106
4545	106
4411	106
1490	106
1288	106
812	106
602	106
6430	105
6162	105
5770	105
5295	105
3504	105
229	105
6311	104
5661	104
4118	104
955	104
3651	103
2472	103
1409	103
3812	102
