314	1.0
437	1.0
439	1.0
599	1.0
784	1.0
830	1.0
852	1.0
858	1.0
1308	1.0
1309	1.0
1320	1.0
1325	1.0
1329	1.0
1334	1.0
1339	1.0
1340	1.0
1341	1.0
1343	1.0
1348	1.0
1349	1.0
1352	1.0
1354	1.0
1359	1.0
1363	1.0
1364	1.0
1366	1.0
1373	1.0
1374	1.0
1408	1.0
1432	1.0
1486	1.0
1493	1.0
1494	1.0
1546	1.0
1548	1.0
1557	1.0
1559	1.0
1561	1.0
1562	1.0
1563	1.0
1564	1.0
1565	1.0
1566	1.0
1567	1.0
1568	1.0
1569	1.0
1570	1.0
1571	1.0
1572	1.0
1574	1.0
1575	1.0
1576	1.0
1577	1.0
1579	1.0
1580	1.0
1581	1.0
1582	1.0
1583	1.0
1584	1.0
1586	1.0
1587	1.0
1601	1.0
1618	1.0
1621	1.0
1626	1.0
1654	1.0
1659	1.0
1661	1.0
1671	1.0
1678	1.0
438	1.1666666666666667
442	1.25
777	1.25
424	1.3157894736842106
1287	1.3333333333333333
1318	1.3333333333333333
1420	1.3333333333333333
104	1.4
897	1.5
1250	1.5
1290	1.5
1307	1.5
1350	1.5
1360	1.5
1365	1.5
1371	1.5
1502	1.5
1549	1.5
1644	1.5
1246	1.5714285714285714
1162	1.6
1509	1.6
669	1.6153846153846154
440	1.6428571428571428
788	1.6666666666666667
1292	1.6666666666666667
1384	1.6666666666666667
1412	1.6666666666666667
1609	1.6666666666666667
1652	1.6666666666666667
1087	1.7
758	1.7142857142857142
1274	1.7272727272727273
457	1.7407407407407407
981	1.75
1257	1.75
1319	1.75
1539	1.75
247	1.8
1272	1.8
1336	1.8
1254	1.8181818181818181
545	1.8333333333333333
976	1.8333333333333333
1230	1.8333333333333333
1247	1.8333333333333333
688	1.8409090909090908
1165	1.8571428571428572
1177	1.8571428571428572
103	1.8666666666666667
1002	1.875
894	1.894736842105263
368	1.903225806451613
901	1.9166666666666667
1215	1.9333333333333333
453	1.9375
743	1.9487179487179487
890	1.9534883720930232
375	1.9565217391304348
555	2.0
590	2.0
907	2.0
910	2.0
957	2.0
1001	2.0
1029	2.0
1037	2.0
1146	2.0
1214	2.0
1256	2.0
1259	2.0
1317	2.0
1332	2.0
1345	2.0
1351	2.0
1362	2.0
1382	2.0
1383	2.0
1387	2.0
1390	2.0
1391	2.0
1392	2.0
1414	2.0
1433	2.0
1437	2.0
1453	2.0
1461	2.0
1476	2.0
1487	2.0
1513	2.0
1530	2.0
1532	2.0
1551	2.0
1552	2.0
1556	2.0
1578	2.0
1588	2.0
1590	2.0
1595	2.0
1596	2.0
1606	2.0
1610	2.0
1624	2.0
1634	2.0
1648	2.0
1655	2.0
1660	2.0
1663	2.0
1665	2.0
1666	2.0
1669	2.0
1672	2.0
1676	2.0
1680	2.0
564	2.037037037037037
383	2.064516129032258
398	2.076923076923077
862	2.111111111111111
1179	2.111111111111111
1393	2.111111111111111
352	2.1153846153846154
997	2.125
1419	2.125
1089	2.1315789473684212
1151	2.142857142857143
1289	2.142857142857143
1376	2.142857142857143
36	2.1538461538461537
377	2.1538461538461537
1229	2.1538461538461537
263	2.1578947368421053
931	2.1578947368421053
548	2.1666666666666665
667	2.1666666666666665
668	2.1666666666666665
948	2.1666666666666665
1164	2.1666666666666665
1213	2.1666666666666665
1534	2.1666666666666665
35	2.1818181818181817
759	2.1818181818181817
767	2.1818181818181817
687	2.1884057971014492
574	2.2
834	2.2
920	2.2
1291	2.2
1378	2.2
1489	2.2
1183	2.210526315789474
577	2.2195121951219514
798	2.2222222222222223
885	2.230769230769231
1088	2.230769230769231
